real_time,0.044992862
0.155282974,
0.037626982,
0.039206743,
0.026268005,
0.038357019,
0.042150974,
0.029088736,
0.053688049,
0.041881084,
0.061160088,
0.037764072,
0.046201944,
0.035153151,
0.038265705,
0.044637203,
0.058295965,
0.049336195,
0.036792994,
0.06586194,
0.039441109,
0.039556026,
0.03466177,
0.044048071,
0.039798021,
0.032096863,
0.04632926,
0.04184103,
0.042969942,
0.027025938,
0.052005768,
0.043133974,
0.058302879,
0.039839029,
0.048764944,
0.050118208,
0.044776917,
0.025372267,
0.049064159,
0.043873072,
0.067067146,
0.039480925,
0.044007778,
0.049736261,
0.027338982,
0.041337013,
0.053259134,
0.04124403,
0.032241344,
0.042210102,
0.042657137,
0.045849085,
0.033884048,
0.042299986,
0.053682327,
0.037695885,
0.066928864,
0.045382977,
0.048068047,
0.037619114,
0.034594774,
0.046314001,
0.042333126,
0.038766146,
0.068064928,
0.041380167,
0.04734087,
0.040642738,
0.034787178,
0.042560101,
0.040687084,